Id,Label,timeset,interval,name,type,street,city,st,zip,phone,latitude,longitude,background_map_node,lat,lng
408,NCG,,,PCC Community Markets (Redmond),1,11435 Avondale Road NE,Redmond,WA,98052,(425) 285-1400,47.701593,-122.09338,,,
409,NCG,,,PCC Community Markets (View Ridge),1,6514 40th Ave. NE,Seattle,WA,98115,(206) 526-7661,47.676153,-122.284478,,,
410,NCG,,,Skagit Valley Food Co-op,1,202 South First Street,Mount Vernon,WA,98273,(360) 336-9777,48.420091,-122.337349,,,
411,NCG,,,Sno-Isle Natural Foods Co-op,1,2804 Grand Ave.,Everett,WA,98201,(425) 259-3798,47.980399,-122.213287,,,
412,NCG,,,The Food Co-op - Port Townsend,1,414 Kearney St.,Port Townsend,WA,98368,(360) 385-2883,48.110758,-122.77064,,,
413,NCG,,,Basics Cooperative Natural Foods,1,1711 Lodge Drive,Janesville,WI,53545,(608) 754-3925,42.717724,-89.00099,,,
414,NCG,,,Chequamegon Food Co-op,1,700 Main Street West,Ashland,WI,54806,(715) 682-8251,46.587909,-90.890726,,,
415,NCG,,,Just Local Food Cooperative *,1,1117 South Farwell Street,Eau Claire,WI,54701,(715) 552-3366,44.804797,-91.492156,,,
416,NCG,,,Menomonie Market Food Co-op,1,"814 Main Street, East",Menomonie,WI,54751,(715) 235-6533,44.32602,-88.172359,,,
417,NCG,,,Outpost Natural Foods Co-op (Bayview),1,2826 S. Kinnickinnic Ave.,Milwaukee,WI,53207,(414) 755-3202,42.992478,-87.89065,,,
418,NCG,,,Outpost Natural Foods Co-op (Capitol Drive),1,100 E. Capitol Drive,Milwaukee,WI,53212,(414) 961-2597,43.089857,-87.909897,,,
419,NCG,,,Outpost Natural Foods Co-op (Mequon),1,7590 W. Mequon Road,Mequon,WI,53092,(262) 242-0426,43.221709,-88.003495,,,
420,NCG,,,Outpost Natural Foods Co-op (State),1,7000 W. State St.,Wauwatosa,WI,53213,(414) 778-2012,43.048008,-87.999743,,,
421,NCG,,,Outpost Natural Foods Market Cafe (Aurora Sinai Hospital),1,945 N. 12th Street,Milwaukee,WI,53233,(414) 220-9166,43.04257,-87.927957,,,
422,NCG,,,People's Food Co-op (La Crosse),1,315 5th Ave. South,La Crosse,WI,54601,(608) 784-5798,43.809469,-91.249722,,,
423,NCG,,,Viroqua Food Co+op,1,609 N. Main St.,Viroqua,WI,54665,(608) 637-7511,44.327469,-91.918893,,,
424,NCG,,,WE Market Co-op *,1,126 South Main Street,River Falls,WI,54022,(715) 425-7971,44.857669,-92.62625,,,
425,NCG,,,Willy Street Co-op (East),1,1221 Williamson Street,Madison,WI,53703,(608) 251-6776,43.08372,-89.362825,,,
426,NCG,,,Willy Street Co-op (North),1,2817 N. Sherman Avenue,Madison,WI,53704,(608) 709-5445,43.127677,-89.36225,,,
427,NCG,,,Willy Street Co-op (West),1,6825 University Ave,Middleton,WI,53562,(608) 284-7800,43.096944,-89.499532,,,
428,NCG,,,Puget Consumers' Co-op - Offices,1,4201 Roosevelt Way NE,Seattle,WA,98105,(206) 547-1222,47.657812,-122.318116,,,
429,NCG,,,Puget Consumers' Co-op - Seward Park,1,5041 Wilson Avenue S,Seattle,WA,98118,(206) 723-2720,47.555711,-122.270603,,,
430,NCG,,,Puget Consumers' Co-op - West Seattle,1,2749 California Avenue SW,Seattle,WA,98116,(206) 937-8481,47.577747,-122.387039,,,
431,Buying Club,,,MannaMarket Organic CO-OP and Food Hubbuying club,2,207 Berry Lane,Pelham,AL,35124,(205) 664-7722,33.300566,-86.784972,,,
433,Buying Club,,,Magpie Natural Foods Co-op & Buying Club,2,500 West Gurley Street,Prescott,AZ,86301,(520) 778-5880,34.542272,-112.475444,,,
434,Buying Club,,,North Scottsdale Organicsbuying club,2,,Scottsdale,AZ,85254,(623) 910-0470,33.615055,-111.951938,,,
435,Buying Club,,,"Organic Wholesale Feed, Grain and Flour Buyers' Club, Arizonabuying club",2,507 E Barbarita Ave,Gilbert,AZ,85234,(480) 577-5995,33.362626,-111.779495,,,
436,Buying Club,,,Monterey County Organic Co-opbuying club,2,PO BOX 1790,Seaside,CA,93955,(808) 492-0013,36.621707,-121.793527,,,
437,Buying Club,,,SanKo Food Buying Clubbuying club,2,(mailing) PO Box 175,Lodi,CA,95241,(916) 800-3897,38.152443,-121.306349,,,
438,Buying Club,,,Yucca Valley Co-opbuying club,2,58162 Aberdeen Dr.,Yucca Valley,CA,92284,(760) 221-0943,34.193996,-116.39435,,,
439,Buying Club,,,Farm2Table Trading Postbuying club,2,24485 County Road 5,Elbert,CO,80106,(303) 520-8490,39,-104,,,
440,Buying Club,,,Natural Foods Market & Buyers Co-op,2,112 Colorado Avenue,Pueblo,CO,81004,(719) 545-2958,38.259156,-104.621594,,,
441,Buying Club,,,Rafter W Ranchbuying club,2,27178 State Hwy 86,Simla,CO,80835,(719) 541-1002,38,-104,,,
442,Buying Club,,,Back to Basics CT Buying Club,2,c/o 50 Coolidge Street,Manchester,CT,6040,(860) 649-6535,41.761661,-72.522508,,,
443,Buying Club,,,Abundant Organic & Naturals Co-opbuying club,2,2203 Orlando Road,Panama City,FL,32405,(850) 358-2810,30.200698,-85.63503,,,
444,Buying Club,,,Empower Organic Buyer's Clubbuying club,2,37826 Highway 19,Umatilla,FL,32784,(352) 978-0509,28.89969,-81.686027,,,
445,Buying Club,,,Fresh Fruit & Veggie Co-opbuying club,2,"2250 SR 580, Suite 2",Clearwater,FL,33763,(727) 488-0858,28.020003,-82.744589,,,
446,Buying Club,,,Gator Organicsbuying club,2,1323 NW 8 St.,Gainesville,FL,32601,(352) 222-5392,29.664641,-82.332809,,,
447,Buying Club,,,Joy Of Organicsbuying club,2,1439 NE 53 Street,Fort Lauderdale,FL,33334,(954) 465-6502,26.193022,-80.129346,,,
448,Buying Club,,,My Organic Food Club,2,3000 Banyan Road,Boca Raton,FL,33432,(877) 832-8289,26.321779,-80.076694,,,
449,Buying Club,,,NSB Eats Organicbuying club,2,Columbus Avenue,New Smyrna Beach,FL,32169,(386) 690-9355,28.977764,-80.870922,,,
450,Buying Club,,,Nadoona Food Co-op Orlandobuying club,2,7963 Harbor Bend Circle,Orlando,FL,32822,(407) 591-9493,28.476406,-81.280662,,,
451,Buying Club,,,Organic Produce Buying Club of South Florida,2,none,Florida,FL,0,(305) 868-2136,28,-80,,,
452,Buying Club,,,Queen Bee Foodsbuying club,2,"2213 Cypress Point Drive, East",Clearwater,FL,33763,(727) 906-5147,28.001674,-82.746762,,,
453,Buying Club,,,Dirt Road Organics Buying Clubbuying club,2,1979 Harrietts Bluff Rd,Woodbine,GA,31569,(912) 729-9580,30.907369,-81.704849,,,
454,Buying Club,,,Food Shed Co-opnascent,2,(mailing) PO Box 1663,Woodstock,IL,60098,(815) 315-1541,42.325292,-88.457852,,,
455,Buying Club,,,Plainfield Cooperative Buying Club,2,8364 E. County Road 801 S,Plainfield,IN,46168,(317) 834-1141,39.648696,-86.373159,,,
456,Buying Club,,,Quad Cities Organic Lifestylebuying club,2,1130 Highland Park Drive,Bettendorf,IA,52722,(309) 781-0899,41.534667,-90.517533,,,
457,Buying Club,,,SE KS Buying Club,2,11th & Walnut,Independence,KS,67301,(620) 205-7095,37.2089,-95.753408,,,
458,Buying Club,,,Boondocks Buying Clubbuying club,2,North Maine Street,Greenwood,ME,4255,(207) 357-5482,44.336241,-70.670507,,,
459,Buying Club,,,Authentic Provisionsbuying club,2,Martindale Road,South Lyon,MI,48178,(248) 446-7305,42.444682,-83.663542,,,
460,Buying Club,,,Brighton Food Cooperativebuying club,2,4440 Brighton Road,Howell,MI,48853,(517) 404-8054,43.101258,-84.690201,,,
461,Buying Club,,,Community Vibrationsbuying club,2,4200 Trumble Rd,Jackson,MI,49201,(517) 740-9703,42.29884,-84.347718,,,
462,Buying Club,,,Dibbleville Food Cooperativebuying club,2,106 East Elizabeth Street,Fenton,MI,48430,(810) 629-1175,42.792299,-83.704649,,,
463,Buying Club,,,RealFoodEater Buyers Clubbuying club,2,4298 72nd Ave,Zeeland,MI,49464,(616) 799-1783,42.847096,-85.959265,,,
464,Buying Club,,,Simple Times Farm Market & Buying Club,2,6081 E. Baldwin Rd.,Grand Blanc,MI,48504,(810) 771-4480,42.88961,-83.587722,,,
465,Buying Club,,,Sturgeon River Co-opbuying club,2,(mailing) P.O. Box 555,Wolverine,MI,49799,(231) 758-4725,45.261076,-84.581986,,,
466,Buying Club,,,Wild Rice Buying Club,2,912 20TH Avenue South,Moorhead,MN,56560,(218) 236-1181,46.855188,-96.765549,,,
467,Buying Club,,,City Food Co-op (Buying Group of St. Louis),2,2855 Minnesota Avenue,St. Louis,MO,63118,(314) 771-7213,38.603535,-90.233048,,,
468,Buying Club,,,Nebraska Food Cooperativebuying club,2,PO Box 94691,Lincoln,NE,68509-4691,(800) 993-2379,40.816704,-96.709171,,,
469,Buying Club,,,Vegas Food Co-Opbuying club,2,920 Clubview Dr,Henderson,NV,89015,(702) 580-0764,36.035928,-114.952241,,,
470,Buying Club,,,Taos Food Co-opbuying club,2,314 Paseo Del Pueblo Norte Suite G,Taos,NM,87571,(575) 758-3840,36.402026,-105.575275,,,
471,Buying Club,,,ARA Food Clubbuying club,2,300 CC Road,Williamstown,NY,13493,(315) 806-0893,43.4553,-75.8993,,,
472,Buying Club,,,Conscious Fork's conscious supportive eating (CSE) clubbuying club,2,14 Railroad Ave,Warwick,NY,10990,(845) 988-5253,41.255661,-74.359256,,,
473,Buying Club,,,Know Thy Food Co-opbuying club,2,3434 SE Milwaukie Ave.,Portland,OR,97202,(503) 206-5766,45.497726,-122.653607,,,
474,Buying Club,,,Lents Grocery Buying Clubbuying club,2,SE 85th,Portland,OR,97266,(503) 954-2666,45.482632,-122.558438,,,
475,Buying Club,,,Baba's Oasisbuying club,2,3216 Pershing Ave,Memphis,TN,38112,(901) 601-2239,35.154004,-89.953651,,,
476,Buying Club,,,Morningside Buying Club,2,215 Morningside Lane,Liberty,TN,37095,(615) 563-2353,35.893845,-85.96685,,,
477,Buying Club,,,Lindale Organic Foodsbuying club,2,15865 County Rd 463,Lindale,TX,75771,(814) 574-0215,32.498187,-95.40789,,,
478,Buying Club,,,Natural Living Organic Food Co-opcoopbuying club,2,219 N. Michigan Ave,League City,TX,77573,(832) 938-8729,29.511945,-95.092344,,,
479,Buying Club,,,Pearland Organic Foodbuying club,2,12530 Oday Rd.,Brookside Village,TX,77581,(817) 913-0910,29.593174,-95.315204,,,
480,Buying Club,,,Jefferson Food Coopbuying club,2,105 4th St.,Shenandoah Junction,WV,25442,(304) 283-8300,39.356631,-77.841409,,,
481,Buying Club,,,The Natural Life Co-Opbuying club,2,W6325 Lost Arrow Rd,Fond du Lac,WI,54937,(920) 960-8801,43.761338,-88.430324,,,
482,Buying Club,,,West Bend Buying Clubbuying club,2,W2726 Badger Dr,Campbellsport,WI,53010,(920) 533-8267,43.608833,-88.277859,,,
483,Buying Club,,,Awesome Organic Club,2,644 Juniper Place,Wellington,FL,33414,(561) 793-1549,26.670042,-80.269454,,,
484,Buying Club,,,Buying Club,2,14750 M.L.K. Blvd,Jacksonville Florida,FL,0,(904) 881-5773,26,-80,,,
485,Buying Club,,,Addison Buying Club - Seven Sons Farmsbuying club,2,292 Oak Meadows Dr,Wood Dale,IL,60101,(877) 620-1977,41.944513,-87.970005,,,
486,Buying Club,,,HC Buying Clubbuying club,2,4395 N White Road,Pierson,MI,49339,(616) 260-0722,43.358247,-85.542102,,,
487,Buying Club,,,Schultz Organic Select Foodsbuying club,2,3510 Park Drive,Owatonna,MN,56093,(507) 455-9362,44.064612,-93.514742,,,
488,Buying Club,,,Middletown Food Coopbuying club,2,117 Jogee Road,Middletown,NY,10940,(845) 355-6683,41.39324,-74.501312,,,
489,,,,National Co+op Grocers,3,"14 S. Linn Street, Iowa City",,IA,52240,(866) 709-COOP,20,-85.531544,,,
490,,,,Independent,4,,,,,,20,-70,,,
491,,,,Buying Club,5,,,,,,20,-90,,,
492,,,,Food Coops,6,,,,,,20,-98,,,
bckm_22773,,,,,,,,,,,,,true,34.111109,-77.851669
bckm_22772,,,,,,,,,,,,,true,34.149164,-77.855835
bckm_22771,,,,,,,,,,,,,true,34.175272,-77.820847
bckm_22770,,,,,,,,,,,,,true,34.111109,-77.851669
bckm_22769,,,,,,,,,,,,,true,45.536661,-123.938599
bckm_22768,,,,,,,,,,,,,true,45.558329,-123.934433
bckm_22767,,,,,,,,,,,,,true,45.56444,-123.916946
bckm_22766,,,,,,,,,,,,,true,45.536661,-123.938599
bckm_22765,,,,,,,,,,,,,true,47.595545,-122.495827
bckm_22764,,,,,,,,,,,,,true,47.671663,-122.58168
bckm_22763,,,,,,,,,,,,,true,47.715273,-122.503342
bckm_22762,,,,,,,,,,,,,true,47.595545,-122.495827
bckm_22761,,,,,,,,,,,,,true,49.359163,-95.078064
bckm_22760,,,,,,,,,,,,,true,48.999437,-95.154175
bckm_22759,,,,,,,,,,,,,true,48.999437,-122.7603
bckm_22758,,,,,,,,,,,,,true,48.598047,-122.4375
bckm_22757,,,,,,,,,,,,,true,48.486109,-122.704453
bckm_22756,,,,,,,,,,,,,true,48.291666,-122.379173
bckm_22755,,,,,,,,,,,,,true,47.401102,-122.309723
bckm_22754,,,,,,,,,,,,,true,47.064157,-122.878601
bckm_22753,,,,,,,,,,,,,true,47.151659,-123.068619
bckm_22752,,,,,,,,,,,,,true,47.395273,-122.797501
bckm_22751,,,,,,,,,,,,,true,47.189714,-122.758621
bckm_22750,,,,,,,,,,,,,true,47.420549,-122.619164
bckm_22749,,,,,,,,,,,,,true,47.28277,-122.549988
bckm_22748,,,,,,,,,,,,,true,47.774439,-122.454727
bckm_22747,,,,,,,,,,,,,true,47.938044,-122.565552
bckm_22746,,,,,,,,,,,,,true,47.399721,-123.102493
bckm_22745,,,,,,,,,,,,,true,47.439157,-122.836403
bckm_22744,,,,,,,,,,,,,true,47.368601,-123.147507
bckm_22743,,,,,,,,,,,,,true,47.915827,-122.63028
bckm_22742,,,,,,,,,,,,,true,48.161104,-122.751106
bckm_22741,,,,,,,,,,,,,true,48.395273,-124.715843
bckm_22740,,,,,,,,,,,,,true,46.941103,-124.161942
bckm_22739,,,,,,,,,,,,,true,46.976099,-123.796661
bckm_22738,,,,,,,,,,,,,true,46.861383,-124.097504
bckm_22737,,,,,,,,,,,,,true,46.693071,-123.752563
bckm_22736,,,,,,,,,,,,,true,46.391108,-123.941673
bckm_22735,,,,,,,,,,,,,true,46.397776,-123.98999
bckm_22734,,,,,,,,,,,,,true,46.654436,-124.015839
bckm_22733,,,,,,,,,,,,,true,46.658045,-124.04277
bckm_22732,,,,,,,,,,,,,true,46.32361,-124
bckm_22731,,,,,,,,,,,,,true,46.195192,-123.163574
bckm_22730,,,,,,,,,,,,,true,46.181108,-123.95195
bckm_22729,,,,,,,,,,,,,true,43.371103,-124.138344
bckm_22728,,,,,,,,,,,,,true,42.866106,-124.524437
bckm_22727,,,,,,,,,,,,,true,41.431108,-124.039993
bckm_22726,,,,,,,,,,,,,true,40.266108,-124.33223
bckm_22725,,,,,,,,,,,,,true,39.717211,-123.775833
bckm_22724,,,,,,,,,,,,,true,38.932497,-123.703613
bckm_22723,,,,,,,,,,,,,true,38.461107,-123.104721
bckm_22722,,,,,,,,,,,,,true,38.088045,-122.803595
bckm_22721,,,,,,,,,,,,,true,38.239614,-122.964561
bckm_22720,,,,,,,,,,,,,true,38.00511,-122.99707
bckm_22719,,,,,,,,,,,,,true,37.827776,-122.491379
bckm_22718,,,,,,,,,,,,,true,38.15555,-122.36528
bckm_22717,,,,,,,,,,,,,true,38.06138,-122.109734
bckm_22716,,,,,,,,,,,,,true,38.148115,-122.018623
bckm_22715,,,,,,,,,,,,,true,38.044718,-121.736107
bckm_22714,,,,,,,,,,,,,true,38.115831,-121.576683
bckm_22713,,,,,,,,,,,,,true,38.012774,-121.419998
bckm_22712,,,,,,,,,,,,,true,38.05916,-122.240547
bckm_22711,,,,,,,,,,,,,true,37.957773,-122.393341
bckm_22710,,,,,,,,,,,,,true,37.471376,-122.005835
bckm_22709,,,,,,,,,,,,,true,37.816668,-122.386948
bckm_22708,,,,,,,,,,,,,true,37.518328,-122.488052
bckm_22707,,,,,,,,,,,,,true,36.879435,-121.796387
bckm_22706,,,,,,,,,,,,,true,36.312494,-121.867493
bckm_22705,,,,,,,,,,,,,true,35.135828,-120.614166
bckm_22704,,,,,,,,,,,,,true,34.570833,-120.62027
bckm_22703,,,,,,,,,,,,,true,34.050829,-118.534729
bckm_22702,,,,,,,,,,,,,true,33.327494,-117.480827
bckm_22701,,,,,,,,,,,,,true,32.535334,-117.122374
bckm_22700,,,,,,,,,,,,,true,32.718458,-114.719093
bckm_22699,,,,,,,,,,,,,true,32.50699,-114.80983
bckm_22698,,,,,,,,,,,,,true,31.971071,-113.052887
bckm_22697,,,,,,,,,,,,,true,31.333055,-111.045837
bckm_22696,,,,,,,,,,,,,true,31.333055,-108.208344
bckm_22695,,,,,,,,,,,,,true,31.783335,-108.208618
bckm_22694,,,,,,,,,,,,,true,31.750277,-106.400848
bckm_22693,,,,,,,,,,,,,true,30.572779,-104.900558
bckm_22692,,,,,,,,,,,,,true,29.67111,-104.540009
bckm_22691,,,,,,,,,,,,,true,29.023611,-103.375
bckm_22690,,,,,,,,,,,,,true,29.889444,-102.305847
bckm_22689,,,,,,,,,,,,,true,29.772779,-101.405014
bckm_22688,,,,,,,,,,,,,true,27.570276,-99.505005
bckm_22687,,,,,,,,,,,,,true,26.434999,-99.104736
bckm_22686,,,,,,,,,,,,,true,25.966429,-97.140739
bckm_22685,,,,,,,,,,,,,true,26.836111,-97.559433
bckm_22684,,,,,,,,,,,,,true,27.2675,-97.423889
bckm_22683,,,,,,,,,,,,,true,27.458887,-97.773895
bckm_22682,,,,,,,,,,,,,true,27.327497,-97.411118
bckm_22681,,,,,,,,,,,,,true,27.866388,-97.520554
bckm_22680,,,,,,,,,,,,,true,27.827497,-97.184723
bckm_22679,,,,,,,,,,,,,true,28.473051,-96.803604
bckm_22678,,,,,,,,,,,,,true,28.43611,-96.398346
bckm_22677,,,,,,,,,,,,,true,28.719717,-96.641678
bckm_22676,,,,,,,,,,,,,true,28.649164,-95.985825
bckm_22675,,,,,,,,,,,,,true,28.485552,-96.212784
bckm_22674,,,,,,,,,,,,,true,29.057501,-95.140839
bckm_22673,,,,,,,,,,,,,true,29.177774,-95.093887
bckm_22672,,,,,,,,,,,,,true,29.314444,-94.902786
bckm_22671,,,,,,,,,,,,,true,29.375555,-94.888062
bckm_22670,,,,,,,,,,,,,true,29.718885,-95.059433
bckm_22669,,,,,,,,,,,,,true,29.561388,-94.47583
bckm_22668,,,,,,,,,,,,,true,29.363886,-94.772507
bckm_22667,,,,,,,,,,,,,true,29.676107,-93.857498
bckm_22666,,,,,,,,,,,,,true,29.98805,-93.845276
bckm_22665,,,,,,,,,,,,,true,29.704165,-93.840286
bckm_22664,,,,,,,,,,,,,true,29.539721,-92.308334
bckm_22663,,,,,,,,,,,,,true,29.830278,-91.841675
bckm_22662,,,,,,,,,,,,,true,29.240831,-91.246948
bckm_22661,,,,,,,,,,,,,true,29.091944,-90.206665
bckm_22660,,,,,,,,,,,,,true,29.5725,-90.178329
bckm_22659,,,,,,,,,,,,,true,29.155832,-89.272781
bckm_22658,,,,,,,,,,,,,true,28.926664,-89.404999
bckm_22657,,,,,,,,,,,,,true,29.176943,-89.008347
bckm_22656,,,,,,,,,,,,,true,29.33972,-89.18721
bckm_22655,,,,,,,,,,,,,true,29.52389,-89.676392
bckm_22654,,,,,,,,,,,,,true,29.630831,-89.753342
bckm_22653,,,,,,,,,,,,,true,30.050833,-89.399445
bckm_22652,,,,,,,,,,,,,true,29.873888,-89.658051
bckm_22651,,,,,,,,,,,,,true,30.167776,-89.667221
bckm_22650,,,,,,,,,,,,,true,30.198332,-90.419724
bckm_22649,,,,,,,,,,,,,true,30.314444,-88.132767
bckm_22648,,,,,,,,,,,,,true,30.701109,-88.020279
bckm_22647,,,,,,,,,,,,,true,30.285276,-87.756393
bckm_22646,,,,,,,,,,,,,true,30.219442,-88.023621
bckm_22645,,,,,,,,,,,,,true,30.496664,-86.263336
bckm_22644,,,,,,,,,,,,,true,30.049444,-85.392227
bckm_22643,,,,,,,,,,,,,true,30.104441,-85.633942
bckm_22642,,,,,,,,,,,,,true,29.676664,-85.354172
bckm_22641,,,,,,,,,,,,,true,30.105555,-84.207504
bckm_22640,,,,,,,,,,,,,true,29.906107,-83.669449
bckm_22639,,,,,,,,,,,,,true,28.884996,-82.631104
bckm_22638,,,,,,,,,,,,,true,27.855276,-82.853333
bckm_22637,,,,,,,,,,,,,true,27.656942,-82.722504
bckm_22636,,,,,,,,,,,,,true,28.032221,-82.691376
bckm_22635,,,,,,,,,,,,,true,27.917498,-82.422501
bckm_22634,,,,,,,,,,,,,true,27.461664,-82.655273
bckm_22633,,,,,,,,,,,,,true,26.837221,-82.30278
bckm_22632,,,,,,,,,,,,,true,26.96472,-82.017227
bckm_22631,,,,,,,,,,,,,true,26.545,-82.064163
bckm_22630,,,,,,,,,,,,,true,26.710554,-81.777786
bckm_22629,,,,,,,,,,,,,true,26.482832,-81.970055
bckm_22628,,,,,,,,,,,,,true,25.959444,-81.736588
bckm_22627,,,,,,,,,,,,,true,25.804998,-81.33667
bckm_22626,,,,,,,,,,,,,true,25.25139,-80.915283
bckm_22625,,,,,,,,,,,,,true,25.115553,-81.088058
bckm_22624,,,,,,,,,,,,,true,25.184721,-80.398621
bckm_22623,,,,,,,,,,,,,true,26.786665,-80.033325
bckm_22622,,,,,,,,,,,,,true,28.415831,-80.755569
bckm_22621,,,,,,,,,,,,,true,28.790556,-80.844162
bckm_22620,,,,,,,,,,,,,true,28.6075,-80.602219
bckm_22619,,,,,,,,,,,,,true,27.864443,-80.446655
bckm_22618,,,,,,,,,,,,,true,28.525,-80.55249
bckm_22617,,,,,,,,,,,,,true,29.796667,-81.25528
bckm_22616,,,,,,,,,,,,,true,31.125555,-81.496948
bckm_22615,,,,,,,,,,,,,true,32.214159,-80.669998
bckm_22614,,,,,,,,,,,,,true,32.516665,-80.836945
bckm_22613,,,,,,,,,,,,,true,32.315828,-80.467224
bckm_22612,,,,,,,,,,,,,true,32.521662,-80.671661
bckm_22611,,,,,,,,,,,,,true,33.009722,-79.381943
bckm_22610,,,,,,,,,,,,,true,33.058947,-79.371719
bckm_22609,,,,,,,,,,,,,true,33.165545,-79.205841
bckm_22608,,,,,,,,,,,,,true,33.373323,-79.271393
bckm_22607,,,,,,,,,,,,,true,33.43638,-79.188599
bckm_22606,,,,,,,,,,,,,true,33.27894,-79.196442
bckm_22605,,,,,,,,,,,,,true,33.730272,-78.827499
bckm_22604,,,,,,,,,,,,,true,33.891939,-78.013626
bckm_22603,,,,,,,,,,,,,true,34.158602,-77.96167
bckm_22602,,,,,,,,,,,,,true,33.927774,-77.930832
bckm_22601,,,,,,,,,,,,,true,34.741938,-77.428879
bckm_22600,,,,,,,,,,,,,true,34.886942,-76.335831
bckm_22599,,,,,,,,,,,,,true,34.977488,-76.944443
bckm_22598,,,,,,,,,,,,,true,35.156099,-77.076401
bckm_22597,,,,,,,,,,,,,true,34.987772,-76.761398
bckm_22596,,,,,,,,,,,,,true,35.271662,-76.468887
bckm_22595,,,,,,,,,,,,,true,35.530275,-77.050827
bckm_22594,,,,,,,,,,,,,true,35.336939,-76.14917
bckm_22593,,,,,,,,,,,,,true,35.81444,-75.720276
bckm_22592,,,,,,,,,,,,,true,35.974993,-75.853607
bckm_22591,,,,,,,,,,,,,true,35.649996,-76.035278
bckm_22590,,,,,,,,,,,,,true,35.991938,-76.070847
bckm_22589,,,,,,,,,,,,,true,35.939432,-76.73056
bckm_22588,,,,,,,,,,,,,true,36.264162,-76.706116
bckm_22587,,,,,,,,,,,,,true,36.031107,-76.656662
bckm_22586,,,,,,,,,,,,,true,36.153322,-76.063049
bckm_22585,,,,,,,,,,,,,true,36.319994,-76.195541
bckm_22584,,,,,,,,,,,,,true,36.069994,-75.785553
bckm_22583,,,,,,,,,,,,,true,36.716661,-75.938889
bckm_22582,,,,,,,,,,,,,true,35.803881,-75.529175
bckm_22581,,,,,,,,,,,,,true,36.913881,-75.98999
bckm_22580,,,,,,,,,,,,,true,37.296389,-77.232224
bckm_22579,,,,,,,,,,,,,true,37.078882,-76.268066
bckm_22578,,,,,,,,,,,,,true,37.42972,-76.68277
bckm_22577,,,,,,,,,,,,,true,37.273882,-76.381104
bckm_22576,,,,,,,,,,,,,true,37.567499,-76.286667
bckm_22575,,,,,,,,,,,,,true,38.17277,-77.133896
bckm_22574,,,,,,,,,,,,,true,37.618601,-76.353607
bckm_22573,,,,,,,,,,,,,true,37.904993,-76.241669
bckm_22572,,,,,,,,,,,,,true,38.34527,-77.320007
bckm_22571,,,,,,,,,,,,,true,38.905268,-77.061111
bckm_22570,,,,,,,,,,,,,true,38.398333,-77.244446
bckm_22569,,,,,,,,,,,,,true,38.046389,-76.309998
bckm_22568,,,,,,,,,,,,,true,38.480547,-76.666107
bckm_22567,,,,,,,,,,,,,true,38.363611,-76.376099
bckm_22566,,,,,,,,,,,,,true,39.254168,-76.618607
bckm_22565,,,,,,,,,,,,,true,39.577494,-75.83168
bckm_22564,,,,,,,,,,,,,true,38.857218,-76.360001
bckm_22563,,,,,,,,,,,,,true,38.648607,-75.956665
bckm_22562,,,,,,,,,,,,,true,38.366938,-76.242493
bckm_22561,,,,,,,,,,,,,true,38.398882,-75.838058
bckm_22560,,,,,,,,,,,,,true,37.949434,-75.880829
bckm_22559,,,,,,,,,,,,,true,37.961176,-75.644043
bckm_22558,,,,,,,,,,,,,true,37.152216,-75.960831
bckm_22557,,,,,,,,,,,,,true,38.421663,-75.043884
bckm_22556,,,,,,,,,,,,,true,39.648882,-75.588608
bckm_22555,,,,,,,,,,,,,true,40.012308,-75.028519
bckm_22554,,,,,,,,,,,,,true,39.618052,-75.557495
bckm_22553,,,,,,,,,,,,,true,39.167772,-74.892775
bckm_22552,,,,,,,,,,,,,true,38.924166,-74.955002
bckm_22551,,,,,,,,,,,,,true,39.355272,-74.415558
bckm_22550,,,,,,,,,,,,,true,39.421068,-74.462593
bckm_22549,,,,,,,,,,,,,true,39.516108,-74.405563
bckm_22548,,,,,,,,,,,,,true,39.704996,-74.150284
bckm_22547,,,,,,,,,,,,,true,40.057497,-74.053879
bckm_22546,,,,,,,,,,,,,true,39.776941,-74.076401
bckm_22545,,,,,,,,,,,,,true,40.299997,-73.952225
bckm_22544,,,,,,,,,,,,,true,40.47471,-74.269165
bckm_22543,,,,,,,,,,,,,true,41.305269,-73.956665
bckm_22542,,,,,,,,,,,,,true,40.713461,-73.99749
bckm_22541,,,,,,,,,,,,,true,41.286112,-72.906387
bckm_22540,,,,,,,,,,,,,true,41.366938,-71.50528
bckm_22539,,,,,,,,,,,,,true,41.811937,-71.391388
bckm_22538,,,,,,,,,,,,,true,41.795,-71.111115
bckm_22537,,,,,,,,,,,,,true,41.466661,-71.185822
bckm_22536,,,,,,,,,,,,,true,41.669443,-69.936386
bckm_22535,,,,,,,,,,,,,true,42.062212,-70.078888
bckm_22534,,,,,,,,,,,,,true,41.79722,-70.011124
bckm_22533,,,,,,,,,,,,,true,41.711382,-70.324722
bckm_22532,,,,,,,,,,,,,true,42.311106,-71.044449
bckm_22531,,,,,,,,,,,,,true,42.651934,-70.580566
bckm_22530,,,,,,,,,,,,,true,43.122766,-70.729172
bckm_22529,,,,,,,,,,,,,true,43.78055,-70.172501
bckm_22528,,,,,,,,,,,,,true,43.714441,-69.823898
bckm_22527,,,,,,,,,,,,,true,44.079165,-69.773331
bckm_22526,,,,,,,,,,,,,true,43.78583,-69.721939
